Input,Prediction,Target
vaippaargal,வைப்பார்கள்,வைப்பார்கள்
naanaa,நானான,நானா
nilainiruththum,நிலைதிருதுதும்,நிலைநிறுத்தும்
asooka,அசோக,அசோகா
serndhu,செர்ந்து,சேர்ந்து
medizensar,மெடியா்ர்்,மெடிசென்ஸார்
nokkiye,நோக்கிய்,நோக்கியே
nadanthaalpothum,நடந்தாம்ப்பும்,நடந்தால்போதும்
murlidhar,முற்லிதத்,முர்ளிதர்
malhotra,மலோர்்,மல்ஹோத்ரா
doorling,டோரோளிக்,டோர்லிங்
appaatal,அப்படடல்,அப்பாடல்
stanton,ஸ்டட்டனன்,ஸ்டன்டான்
nerukkam,நெருக்கம்,நெருக்கம்
aagivitum,ஆகிவிடுமு,ஆகிவிடும்
nadhe,நத்்ன,நாதே
uyirmai,உயிரும்,உயிர்மை
holidays,ஹோடியாடட,ஹாலிடேஸ்
quantumm,குண்டுமும்,குவாண்டம்
odisha,ஓடிச்,ஒடிசா
samayththa,சமய்தத,சமைத்த
ethuvaaka,எதுவாக,எதுவாக
tharavai,தரவை,தரவை
maheshwari,மக்சவரரவ,மஹேஸ்வரி
vazhi,வழி,நல்ல
rswm,ர்வமம்,ஆர்எஸ்டபிள்யூஎம்
thamiram,தமிமர்,தாமிரம்
vittuvaiththirundhaar,விட்டிவித்திதித்த்,விட்டுவைத்திருந்தார்
parimaatramum,பரிமாறமும்,பரிமாற்றமும்
pannum,பண்னும்,பண்ணும்
davangere,டாவங்கி,தாவங்கரே
theeni,தீனின்,தீனி
raymond,ராம்னின்்,ரேமண்ட்
visaikalai,விசைகளை,விசைகளை
munger,முங்கரர,முங்கர்
vilaiyaadik,விளையாட்க்,விளையாடிக்
chirutai,சிருதி,சீருடை
paduththiyullathu,படுத்துளுளுலும்,படுத்தியுள்ளது
thandanaiyilirunthu,தண்ணைியிதிதிதுது,தண்டனையிலிருந்து
alavukatandhdha,அலவுகட்ததன்,அளவுகடந்த
kavalaippadum,கவலைப்படும்,கவலைப்படும்
ivvaiyellaam,இவ்வால்லில்ல்,இவையெல்லாம்
maalik,மாலிக்,மாலிக்
santharppankalai,சந்தர்ப்ககககை்,சந்தர்ப்பங்களை
munmaadhiri,முன்மாதிதி,முன்மாதிரி
puuna,புனன்,பூனா
bhalla,பலல்ல,பல்லா
mugaamgal,முகாகக்க்,முகாம்கள்
garrison,கரரரிசின்,காரிசன்
uruyaagak,உருயாககக,உறுயாகக்
aangalitam,ஆங்களிட்்,ஆண்களிடம்
akzo,அகோக்,அக்சோ
mumbai,மும்பை,மும்பை
vadikal,வடிகள்,வடிகால்
vealaiyin,வீலையின்,வேலையின்
sundhari,சுந்தரி,சுந்தரி
pogap,போகப்,போகப்
gauuld,குல்்்,கோல்ட்
aadugalil,ஆடுகளில்,ஆடுகளில்
en,என்ன,ஆன்
thondriyathaal,தொண்றிலதததா,தோன்றியதால்
aggarwal,அகர்வர்வ்,அகர்வால்
uruppugalukkum,உருப்புகளுகுகும்,உறுப்புகளுக்கும்
thalangkalil,தலங்களில்,பிற
inaiyaanadhu,இணையானது,இணையானது
himachal,ஹிமம்சல்,ஹிமாச்சல்
pakthargal,பக்தர்கள்,பக்தா்கள்
thiruvarangkam,திருவர்ககக்,திருவரங்கம்
uyilil,உயிலில்,உயிலில்
paarppavar,பார்ப்பவரர,வேலைப்
virathanggal,விரங்கள்க்,விரதங்கள்
thoatruviththu,தோற்றுவிதுத்,தோற்றுவித்து
sattruth,சர்துத்,சற்றுத்
bisht,பிஸ்த்,பிஷ்ட்
matrtravargalaiyum,மற்றவரகளகககும்,மற்றவர்களையும்
vattiyai,வட்டியை,வட்டியை
bidar,பிடர்ட,பிதார்
blue,பிலோ,புளூ
aandilirunthu,ஆண்டிலிறுதுத்,ஆண்டிலிருந்து
nathiyaiyum,நதியையும்,நதியையும்
kooppai,கோப்பை,கோப்பை
seyin,செயின்,செயின்
cardenas,கார்டன்்்,கார்டினாஸ்
yaddanapudi,யட்டன்டடட்,யட்டனபுடீ
aurangabad,ஆரங்கப்ப்,அவுரங்காபாத்
neettippu,நீட்டிப்பு,நீட்டிப்பு
panigalukku,பணிகளுகுகு,பணிகளுக்கு
perugiyathu,பெருகியது,பெருகியது
vaakkuruthu,வாக்குதுது,வாக்குறுதி
raanuvaththirku,ரானுவருத்்கக்,ராணுவத்திற்கு
adhaavadhu,அதவவது,அதாவது
vidukkappattulathu,விடுக்கப்பட்டுடு்,விடுக்கப்பட்டுள்ளது
imili,இமிலி,எமிலி
amerikkarkal,அமிர்க்கக்கக்,அமெரிக்கர்கள்
maiyamaakavum,மையம்கமும்,மையமாகவும்
paanam,பானம்,பானம்
pilaiyaaka,பிலையாக,பிழையாக
moines,மோன்ஸ்ஸ்,மோன்ஸ்
yooe,யோப்,யூ
chhateja,சேசதா,ச்சடேஜா
aan,ஆன்ன்,ஆன்
kaithiyin,கைதியின்,கைதியின்
nokkik,நோக்கிக்,நோக்கிக்
senjchi,செஞ்சி,செஞ்சி
poruppaettru,பொறுப்புறுறு,பொறுப்பேற்று
glaxosmithkline,கில்களிச்க்்்்்்்,க்ளேக்ஸோஸ்மித்க்ளின்
munechcharikkai,முன்சச்ககககக,முன்னெச்சரிக்கை
mugaamai,முகாமம,முகாமை
kadavulkalin,கடவுக்களில்,கடவுள்களின்
mikkavar,மிக்கவரர்,மிக்கவர்
naeyargal,நேயர்கள்,நேயர்கள்
irukkumpoathu,இருக்குமுபும்,இருக்கும்போது
kuutamum,குதமும்,கூட்டமும்
pandri,பன்றி,பன்றி
pithappai,பித்பபை,பித்தப்பை
vazhikattral,வழிகர்க்்,வழிகற்றல்
thousand,தோஸா்்்,தௌசண்ட்
uyarnilaip,உயர்லின்ப்,உயர்நிலைப்
othara,ஒதரா்,இதர
peruvathargaaga,பெருவராகககக,பெறுவதற்காக
kooravum,கூருவமு,கூறவும்
shandilya,ஷா்்டிலை,ஷான்டில்யா
