Input,Prediction,Target
pattakaararaana,கட்டகாரரான,பட்டகாரரான
ithevealai,வதேதீலை,இதேவேளை
vaippaargal,வைப்பார்கள்,வைப்பார்கள்
naanaa,மானா,நானா
nilainiruththum,விலைநிருத்தும்,நிலைநிறுத்தும்
asooka,மசூக,அசோகா
serndhu,செர்ந்து,சேர்ந்து
medizensar,தெடிழேன்சர்,மெடிசென்ஸார்
nokkiye,மோக்கியே,நோக்கியே
nadanthaalpothum,வடந்தால்போதும்,நடந்தால்போதும்
murlidhar,வுர்ளிதர்,முர்ளிதர்
malhotra,மலலோட்ரர,மல்ஹோத்ரா
doorling,மூர்லிங்,டோர்லிங்
appaatal,வப்பாடல்,அப்பாடல்
stanton,க்டான்னனன்,ஸ்டன்டான்
nerukkam,மெருக்கம்,நெருக்கம்
aagivitum,அகிவிடும்,ஆகிவிடும்
nadhe,டததே,நாதே
uyirmai,சயிர்மை,உயிர்மை
holidays,சோலிடய்ஸ்்______________,ஹாலிடேஸ்
quantumm,சுாண்டும்ம்,குவாண்டம்
odisha,படிஷா,ஒடிசா
samayththa,சமயத்தத_________________,சமைத்த
ethuvaaka,கதுவாக,எதுவாக
tharavai,மரவை,தரவை
maheshwari,மாேஷ்வரி,மஹேஸ்வரி
vazhi,மழி,நல்ல
rswm,ச்ஸ்வ்ம்,ஆர்எஸ்டபிள்யூஎம்
thamiram,வமிரம்,தாமிரம்
vittuvaiththirundhaar,விட்டுவைத்திருந்தார்,விட்டுவைத்திருந்தார்
parimaatramum,சரிமாற்றமும்,பரிமாற்றமும்
pannum,கண்ணும்,பண்ணும்
davangere,டவங்கேே,தாவங்கரே
theeni,மீனி,தீனி
raymond,சயமமன்்்்_______________,ரேமண்ட்
visaikalai,மிசைகளை,விசைகளை
munger,முங்கே்்,முங்கர்
vilaiyaadik,விளையாடிக்,விளையாடிக்
chirutai,சிருதைடை,சீருடை
paduththiyullathu,படுத்தியுள்ளது,படுத்தியுள்ளது
thandanaiyilirunthu,வண்டனையிலிருந்து,தண்டனையிலிருந்து
alavukatandhdha,வலவுகடந்த,அளவுகடந்த
kavalaippadum,கவலைப்படும்,கவலைப்படும்
ivvaiyellaam,வவ்வையெல்லாம்,இவையெல்லாம்
maalik,தாலிக்,மாலிக்
santharppankalai,சந்தர்ப்பங்களை,சந்தர்ப்பங்களை
munmaadhiri,முன்மாதிரி,முன்மாதிரி
puuna,பூனா____________________,பூனா
bhalla,சல்லா,பல்லா
mugaamgal,வுகாம்கள்,முகாம்கள்
garrison,சரரரிஷோன்,காரிசன்
uruyaagak,சருயாகக்,உறுயாகக்
aangalitam,அங்களிடம்,ஆண்களிடம்
akzo,மக்கோ,அக்சோ
mumbai,மும்பை,மும்பை
vadikal,மடிகள்,வடிகால்
vealaiyin,வெளையின்,வேலையின்
sundhari,சுந்தரி,சுந்தரி
pogap,பொகப்,போகப்
gauuld,சால்ட்,கோல்ட்
aadugalil,இடுகளில்,ஆடுகளில்
en,சன்ன்,ஆன்
thondriyathaal,வொன்றியதால்,தோன்றியதால்
aggarwal,அக்கர்வலல,அகர்வால்
uruppugalukkum,கருப்புகளுக்கும்,உறுப்புகளுக்கும்
thalangkalil,வலங்களில்,பிற
inaiyaanadhu,அனையானது,இணையானது
himachal,சிமாசல்ல,ஹிமாச்சல்
pakthargal,பக்தர்கள்,பக்தா்கள்
thiruvarangkam,விருவரங்கம்,திருவரங்கம்
uyilil,சயிலில்,உயிலில்
paarppavar,பார்ப்பவர்,வேலைப்
virathanggal,விரதங்கள்,விரதங்கள்
thoatruviththu,வோற்றுவித்து,தோற்றுவித்து
sattruth,சற்றுத்,சற்றுத்
bisht,பிஷ்ட்,பிஷ்ட்
matrtravargalaiyum,வற்றவர்களையும்,மற்றவர்களையும்
vattiyai,வட்டியை,வட்டியை
bidar,சிடர்,பிதார்
blue,சிளோவோ,புளூ
aandilirunthu,வண்டிலிருந்து,ஆண்டிலிருந்து
nathiyaiyum,வதியையும்,நதியையும்
kooppai,சோப்பை,கோப்பை
seyin,செயின்,செயின்
cardenas,சரர்டனனஸஸ,கார்டினாஸ்
yaddanapudi,சாடடாபுடுடி,யட்டனபுடீ
aurangabad,அரங்கபட்்,அவுரங்காபாத்
neettippu,வீட்டிப்பு,நீட்டிப்பு
panigalukku,கணிகளுக்கு,பணிகளுக்கு
perugiyathu,செருகியது,பெருகியது
vaakkuruthu,வாக்குருது,வாக்குறுதி
raanuvaththirku,சானுவத்திற்கு,ராணுவத்திற்கு
adhaavadhu,வதாவது,அதாவது
vidukkappattulathu,விடுக்கப்பட்டுளது,விடுக்கப்பட்டுள்ளது
imili,மமிழி,எமிலி
amerikkarkal,வமெரிக்கர்கள்,அமெரிக்கர்கள்
maiyamaakavum,வையமாகவும்,மையமாகவும்
paanam,சானம்,பானம்
pilaiyaaka,கிளையாக,பிழையாக
moines,டோயின்்்,மோன்ஸ்
yooe,சூயூ,யூ
chhateja,சேட்ஜஜ,ச்சடேஜா
aan,ஹன்்ன___________________,ஆன்
kaithiyin,கைதியின்,கைதியின்
nokkik,மோக்கிக்,நோக்கிக்
senjchi,செஞ்சி,செஞ்சி
poruppaettru,பொருப்பேற்று,பொறுப்பேற்று
glaxosmithkline,சிளாகோஸ்மி்்ஸ்்ி,க்ளேக்ஸோஸ்மித்க்ளின்
munechcharikkai,வுனேச்சரிக்கை,முன்னெச்சரிக்கை
mugaamai,முகாமை,முகாமை
kadavulkalin,கடவுள்களின்,கடவுள்களின்
mikkavar,விக்கவர்,மிக்கவர்
naeyargal,வேயர்கள்,நேயர்கள்
